snapname,jb_rating,wdlands_rating
01-01_13-00_Wed.jpg,0.10512624,0.01836704
01-01_14-00_Wed.jpg,0.050561257,0.025662888
01-01_15-00_Wed.jpg,0.04905382,0.01786746
01-01_16-00_Wed.jpg,0.049550023,1.2410406
01-01_17-00_Wed.jpg,0.042838626,0.13607189
01-01_18-00_Wed.jpg,0.041537575,0.009585813
01-01_19-00_Wed.jpg,0.028353438,0.011576422
01-01_20-00_Wed.jpg,0.0077475905,0.013444822
01-01_21-00_Wed.jpg,0.0059744753,0.020410847
01-01_22-00_Wed.jpg,0.009494372,0.05698681
01-01_23-00_Wed.jpg,0.003527034,0.032645456
01-02_00-00_Thu.jpg,0.0017007068,0.019957714
01-02_01-00_Thu.jpg,0.002373349,0.011705786
01-02_02-00_Thu.jpg,-0.00019163638,0.024172042
01-02_03-00_Thu.jpg,0.0052753836,0.013865773
01-02_04-00_Thu.jpg,0.007383533,0.017371245
01-02_05-00_Thu.jpg,0.003752321,0.03159117
01-02_06-00_Thu.jpg,0.0061740316,3.4357946
01-02_07-00_Thu.jpg,0.043843687,0.03155874
01-02_08-00_Thu.jpg,0.04863121,4.254896
01-02_09-00_Thu.jpg,0.04664801,0.81702936
01-02_10-00_Thu.jpg,0.64314073,1.4723754
01-02_11-00_Thu.jpg,3.0,0.024689917
01-02_12-00_Thu.jpg,0.047079537,0.6786441
01-02_13-00_Thu.jpg,3.0,1.3401295
01-02_14-00_Thu.jpg,0.04478907,4.616288
01-02_15-00_Thu.jpg,0.04409964,1.7416258
01-02_16-00_Thu.jpg,0.049224474,4.6805277
01-02_17-00_Thu.jpg,2.0,4.4923425
01-02_18-00_Thu.jpg,0.04936879,4.329543
01-02_19-00_Thu.jpg,0.031500548,0.13871452
01-02_20-00_Thu.jpg,0.011409242,0.032404866
01-02_21-00_Thu.jpg,0.0056910627,0.017068326
01-02_22-00_Thu.jpg,0.007290218,0.022735495
01-02_23-00_Thu.jpg,0.0057893284,0.0057185963
01-03_00-00_Fri.jpg,-3.8303435e-05,0.025962625
01-03_01-00_Fri.jpg,0.008184299,0.027073309
01-03_02-00_Fri.jpg,0.012231935,0.023054976
01-03_03-00_Fri.jpg,0.006220568,0.017091505
01-03_04-00_Fri.jpg,0.0045671947,0.017299626
01-03_05-00_Fri.jpg,-0.0034070984,0.036513437
01-03_06-00_Fri.jpg,0.008509044,0.022633947
01-03_07-00_Fri.jpg,0.040433936,0.03236616
01-03_08-00_Fri.jpg,0.070657074,0.98181814
01-03_09-00_Fri.jpg,0.041389372,0.67366475
01-03_10-00_Fri.jpg,0.047493387,0.030467074
01-03_11-00_Fri.jpg,4.4504895,0.03438848
01-03_12-00_Fri.jpg,0.04987973,0.022115834
01-03_13-00_Fri.jpg,0.11486361,0.010612126
01-03_14-00_Fri.jpg,0.047407806,0.015074644
01-03_15-00_Fri.jpg,0.047525287,0.021336202
01-03_16-00_Fri.jpg,4.778435,0.021555953
01-03_17-00_Fri.jpg,4.7889504,4.3685493
01-03_18-00_Fri.jpg,0.050688297,3.0120077
01-03_19-00_Fri.jpg,0.041139964,-0.0025257915
01-03_20-00_Fri.jpg,0.008469686,0.016538776
01-03_21-00_Fri.jpg,0.003913466,0.010294236
01-03_22-00_Fri.jpg,0.005137544,0.019402917
01-03_23-00_Fri.jpg,0.00811334,0.015349895
01-04_00-00_Sat.jpg,0.007993996,0.011416297
01-04_01-00_Sat.jpg,0.0057776384,0.022719063
01-04_02-00_Sat.jpg,-0.00030859187,0.013432216
01-04_03-00_Sat.jpg,0.006142948,0.019678742
01-04_04-00_Sat.jpg,0.006416645,0.0143855885
01-04_05-00_Sat.jpg,0.0068004243,0.019857012
01-04_06-00_Sat.jpg,0.008737594,0.030069552
01-04_07-00_Sat.jpg,0.8913138,0.023195963
01-04_08-00_Sat.jpg,4.609358,0.045142435
01-04_09-00_Sat.jpg,4.565921,0.030381404
01-04_10-00_Sat.jpg,4.784123,0.117388144
01-04_11-00_Sat.jpg,4.5734553,0.026375681
01-04_12-00_Sat.jpg,4.8477044,0.018213205
01-04_13-00_Sat.jpg,4.9106293,0.011884239
01-04_14-00_Sat.jpg,4.772923,0.028495185
01-04_15-00_Sat.jpg,4.950854,0.020914044
01-04_16-00_Sat.jpg,2.0,0.01787091
01-04_17-00_Sat.jpg,2.0,0.01898446
01-04_18-00_Sat.jpg,0.046411343,0.020227585
01-04_19-00_Sat.jpg,0.034054376,0.01671103
01-04_20-00_Sat.jpg,0.0059289597,0.0076077767
01-04_21-00_Sat.jpg,4.0,0.015079737
01-04_22-00_Sat.jpg,0.0068016797,0.011646282
01-04_23-00_Sat.jpg,0.0066856146,0.010792308
01-05_00-00_Sun.jpg,0.0059093162,4.680827
01-05_07-00_Sun.jpg,0.036181703,0.0165557
01-05_08-00_Sun.jpg,3.0,0.04142184
01-05_09-00_Sun.jpg,0.046550453,1.6905919
01-05_10-00_Sun.jpg,4.667355,3.9538388
01-05_11-00_Sun.jpg,0.671765,0.021042626
01-05_12-00_Sun.jpg,0.046909984,0.036462564
01-05_13-00_Sun.jpg,0.051829387,0.02424382
01-05_14-00_Sun.jpg,0.040022843,0.01661101
01-05_15-00_Sun.jpg,0.044010468,0.014293302
