Mon,Tue,Wed,Thu,Fri,Sat,congestion_area,hour_sin,hour_cos
0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.7071067811865476,0.7071067811865476
0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.9659258262890683,-0.25881904510252063
0.0,1.0,0.0,0.0,0.0,0.0,1.18,-0.5000000000000004,0.8660254037844384
0.0,0.0,1.0,0.0,0.0,0.0,1.14,0.49999999999999994,-0.8660254037844387
0.0,0.0,0.0,0.0,0.0,1.0,1.11,0.258819045102521,-0.9659258262890682
0.0,0.0,1.0,0.0,0.0,0.0,1.08,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.49999999999999994,-0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,1.03,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,1.0,0.0,0.0,0.93,0.7071067811865476,-0.7071067811865475
0.0,1.0,0.0,0.0,0.0,0.0,0.91,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.82,0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,1.0,0.0,0.0,0.79,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,0.0,1.0,0.0,0.77,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,0.0,0.0,0.0,0.64,-0.9659258262890684,0.2588190451025203
0.0,1.0,0.0,0.0,0.0,0.0,0.61,-0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,1.0,0.0,0.0,0.54,0.9659258262890683,-0.25881904510252063
0.0,0.0,1.0,0.0,0.0,0.0,0.53,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,1.0,0.0,0.47,-0.7071067811865477,0.7071067811865474
0.0,0.0,0.0,0.0,1.0,0.0,0.39,0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,1.0,0.0,0.0,0.25,1.0,6.123233995736766e-17
0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7071067811865476,0.7071067811865476
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25881904510252074,0.9659258262890683
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.25881904510252157,0.9659258262890681
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7071067811865477,0.7071067811865474
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9659258262890684,0.2588190451025203
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.8369701987210297e-16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7071067811865476,-0.7071067811865475
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8660254037844387,-0.4999999999999998
0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7071067811865471,-0.7071067811865479
0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4999999999999997,-0.8660254037844388
0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2588190451025208,-0.9659258262890683
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8660254037844387,-0.4999999999999998
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.123233995736766e-17
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9659258262890683,0.25881904510252074
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7071067811865476,0.7071067811865476
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49999999999999994,0.8660254037844387
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25881904510252074,0.9659258262890683
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7071067811865476,-0.7071067811865475
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8660254037844387,-0.4999999999999998
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.123233995736766e-17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9659258262890683,0.25881904510252074
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7071067811865476,0.7071067811865476
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25881904510252074,0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.8369701987210297e-16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681
0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474
0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9659258262890684,0.2588190451025203
0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479
0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388
0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7071067811865476,-0.7071067811865475
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,-0.7071067811865475
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.25881904510252157,0.9659258262890681
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7071067811865477,0.7071067811865474
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9659258262890684,0.2588190451025203
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7071067811865476,-0.7071067811865475
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.123233995736766e-17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9659258262890683,0.25881904510252074
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7071067811865476,0.7071067811865476
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25881904510252074,0.9659258262890683
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.123233995736766e-17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9659258262890683,0.25881904510252074
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7071067811865476,0.7071067811865476
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25881904510252074,0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.25881904510252157,0.9659258262890681
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7071067811865477,0.7071067811865474
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9659258262890684,0.2588190451025203
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.8369701987210297e-16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.123233995736766e-17
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681
0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384
0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474
0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001
0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9659258262890684,0.2588190451025203
0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8660254037844387,-0.4999999999999998
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.123233995736766e-17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9659258262890683,0.25881904510252074
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7071067811865476,0.7071067811865476
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25881904510252074,0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.25881904510252157,0.9659258262890681
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9659258262890684,0.2588190451025203
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.8369701987210297e-16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25881904510252074,0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.25881904510252157,0.9659258262890681
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7071067811865477,0.7071067811865474
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9659258262890684,0.2588190451025203
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.8369701987210297e-16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
