Mon,Tue,Wed,Thu,Fri,Sat,congestion_area,hour_sin,hour_cos
0.0,0.0,0.0,0.0,0.0,0.0,5.0,-0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,1.0,0.0,0.0,4.96,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,1.0,0.0,4.93,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,4.91,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,4.88,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,4.82,-0.25881904510252157,0.9659258262890681
0.0,0.0,1.0,0.0,0.0,0.0,4.67,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,1.0,0.0,4.62,0.8660254037844387,-0.4999999999999998
0.0,0.0,0.0,0.0,1.0,0.0,4.62,-0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,1.0,0.0,0.0,4.59,-1.0,-1.8369701987210297e-16
0.0,0.0,0.0,0.0,1.0,0.0,4.53,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,1.0,0.0,4.42,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,0.0,0.0,0.0,4.37,-0.7071067811865477,0.7071067811865474
0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.25881904510252074,0.9659258262890683
0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,4.25,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,1.0,0.0,4.21,-0.7071067811865477,0.7071067811865474
0.0,0.0,0.0,0.0,0.0,0.0,4.05,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,1.0,0.0,4.04,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,0.0,0.0,4.02,0.25881904510252074,0.9659258262890683
0.0,1.0,0.0,0.0,0.0,0.0,4.01,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,0.0,1.0,0.0,3.98,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,1.0,0.0,0.0,3.97,-0.8660254037844385,-0.5000000000000004
0.0,1.0,0.0,0.0,0.0,0.0,3.92,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,1.0,0.0,0.0,3.9,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,1.0,0.0,3.89,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,1.0,0.0,3.87,0.49999999999999994,-0.8660254037844387
0.0,0.0,0.0,0.0,1.0,0.0,3.85,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,3.85,-0.9659258262890684,0.2588190451025203
0.0,0.0,0.0,0.0,1.0,0.0,3.81,0.7071067811865476,-0.7071067811865475
0.0,0.0,0.0,0.0,1.0,0.0,3.81,-0.4999999999999997,-0.8660254037844388
0.0,0.0,1.0,0.0,0.0,0.0,3.77,0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,1.0,0.0,3.69,-0.2588190451025208,-0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,3.67,-0.7071067811865471,-0.7071067811865479
0.0,0.0,0.0,0.0,1.0,0.0,3.61,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,0.0,1.0,0.0,3.58,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,3.55,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,1.0,0.0,3.53,0.8660254037844387,-0.4999999999999998
0.0,0.0,0.0,0.0,1.0,0.0,3.39,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,1.0,0.0,3.37,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,3.36,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,1.0,0.0,3.35,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,1.0,0.0,3.33,-0.9659258262890684,0.2588190451025203
0.0,0.0,1.0,0.0,0.0,0.0,3.32,0.8660254037844387,-0.4999999999999998
0.0,0.0,1.0,0.0,0.0,0.0,3.24,-1.0,-1.8369701987210297e-16
0.0,0.0,1.0,0.0,0.0,0.0,3.23,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,3.23,-0.25881904510252157,0.9659258262890681
0.0,0.0,0.0,0.0,1.0,0.0,3.22,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,0.0,1.0,3.22,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,0.0,1.0,3.13,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,1.0,0.0,3.12,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,0.0,1.0,3.11,0.7071067811865476,-0.7071067811865475
0.0,0.0,1.0,0.0,0.0,0.0,3.08,0.7071067811865476,-0.7071067811865475
0.0,0.0,0.0,0.0,1.0,0.0,3.03,-0.5000000000000004,0.8660254037844384
0.0,0.0,0.0,0.0,0.0,0.0,3.01,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,1.0,0.0,2.98,0.8660254037844387,-0.4999999999999998
0.0,0.0,0.0,0.0,1.0,0.0,2.96,-1.0,-1.8369701987210297e-16
0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.7071067811865476,-0.7071067811865475
0.0,0.0,0.0,0.0,1.0,0.0,2.85,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,2.79,0.8660254037844387,-0.4999999999999998
0.0,0.0,0.0,0.0,1.0,0.0,2.78,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,0.0,1.0,2.75,1.2246467991473532e-16,-1.0
0.0,0.0,0.0,0.0,1.0,0.0,2.72,0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,1.0,0.0,2.67,0.8660254037844387,-0.4999999999999998
0.0,0.0,1.0,0.0,0.0,0.0,2.63,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.8660254037844387,-0.4999999999999998
0.0,1.0,0.0,0.0,0.0,0.0,2.59,0.8660254037844387,-0.4999999999999998
0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,0.0,1.0,0.0,2.43,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,0.0,0.0,2.33,-0.7071067811865471,-0.7071067811865479
0.0,0.0,0.0,0.0,1.0,0.0,2.33,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,0.0,0.0,0.0,2.31,-1.0,-1.8369701987210297e-16
0.0,0.0,0.0,0.0,1.0,0.0,2.28,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,0.0,0.0,0.0,2.27,-0.9659258262890684,0.2588190451025203
0.0,0.0,1.0,0.0,0.0,0.0,2.25,0.8660254037844387,-0.4999999999999998
0.0,0.0,1.0,0.0,0.0,0.0,2.14,-0.8660254037844386,0.5000000000000001
0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.258819045102521,-0.9659258262890682
0.0,0.0,0.0,0.0,0.0,0.0,2.01,-0.8660254037844385,-0.5000000000000004
0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.49999999999999994,-0.8660254037844387
0.0,0.0,0.0,0.0,0.0,1.0,2.01,0.49999999999999994,-0.8660254037844387
0.0,1.0,0.0,0.0,0.0,0.0,2.0,-0.25881904510252157,0.9659258262890681
0.0,0.0,0.0,0.0,1.0,0.0,1.94,0.7071067811865476,-0.7071067811865475
0.0,0.0,0.0,0.0,0.0,0.0,1.89,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,1.0,0.0,1.89,-0.7071067811865471,-0.7071067811865479
0.0,1.0,0.0,0.0,0.0,0.0,1.66,-0.7071067811865477,0.7071067811865474
0.0,1.0,0.0,0.0,0.0,0.0,1.66,-0.9659258262890683,-0.25881904510252063
0.0,1.0,0.0,0.0,0.0,0.0,1.63,-0.2588190451025208,-0.9659258262890683
0.0,0.0,0.0,0.0,1.0,0.0,1.59,-0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.2246467991473532e-16,-1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.57,0.9659258262890683,-0.25881904510252063
0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.35,-0.8660254037844386,0.5000000000000001
