month,exact_date_value,week_value,date_sin,date_cos,day_of_year,day_of_year_sin,day_of_year_cos,full_date_ymd
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
12,4,1,0.72479278722912,0.6889669190756866,339,0.0688024268023198,0.9976303053065856,2024-12-04
